Specimen properties : Specimen label,"5"
Specimen properties : Support span,"72.00",mm
Specimen properties : Thickness,"3.88",mm
Specimen properties : Width,"12.91",mm
Maximum Load : Maximum Load,"421.6",N
Tangent Modulus of Elasticity : Tangent Modulus of Elasticity,"40974140142.71020",Pa
Test : Rate 1,"1.00000",mm/min
Specimen notes : Specimen note 1,""

Time,Displacement,Load,Flexure extension,Corrected extension,Flexure strain (Corrected extension),Flexure stress
(s),(mm),(N),(mm),(mm),(mm/mm),(MPa)
"0.00000","0.00000","48.41339","0.14863","-1.05549","0.00067","26.90293"
"0.10000","0.00020","48.46668","0.14883","-1.05529","0.00067","26.93254"
"0.20000","0.00100","48.63215","0.14960","-1.05452","0.00067","27.02449"
"0.30000","0.00252","49.18128","0.15105","-1.05307","0.00068","27.32964"
"0.40000","0.00465","49.98383","0.15307","-1.05104","0.00069","27.77561"
"0.50000","0.00675","50.71049","0.15507","-1.04905","0.00070","28.17941"
"0.60000","0.00812","51.27606","0.15637","-1.04775","0.00070","28.49369"
"0.70000","0.00970","51.75597","0.15789","-1.04623","0.00071","28.76037"
"0.80000","0.01162","52.46053","0.15971","-1.04441","0.00072","29.15189"
"0.90000","0.01309","53.01422","0.16110","-1.04302","0.00072","29.45957"
"1.00000","0.01466","53.44960","0.16262","-1.04150","0.00073","29.70151"
"1.10000","0.01683","54.19992","0.16468","-1.03944","0.00074","30.11845"
"1.20000","0.01833","54.72318","0.16611","-1.03801","0.00075","30.40923"
"1.30000","0.01974","55.18539","0.16747","-1.03665","0.00075","30.66607"
"1.40000","0.02141","55.70261","0.16906","-1.03506","0.00076","30.95349"
"1.50000","0.02338","56.53821","0.17092","-1.03320","0.00077","31.41783"
"1.60000","0.02479","56.92659","0.17228","-1.03184","0.00077","31.63364"
"1.70000","0.02632","57.47015","0.17373","-1.03039","0.00078","31.93569"
"1.80000","0.02848","58.12733","0.17582","-1.02830","0.00079","32.30089"
"1.90000","0.02997","58.68096","0.17724","-1.02688","0.00080","32.60853"
"2.00000","0.03140","59.09360","0.17862","-1.02550","0.00080","32.83783"
"2.10000","0.03321","59.77301","0.18036","-1.02376","0.00081","33.21538"
"2.20000","0.03495","60.26641","0.18204","-1.02208","0.00082","33.48955"
"2.30000","0.03639","60.88078","0.18341","-1.02071","0.00082","33.83096"
"2.40000","0.03805","61.23669","0.18502","-1.01910","0.00083","34.02873"
"2.50000","0.04022","61.94057","0.18711","-1.01701","0.00084","34.41988"
"2.60000","0.04162","62.50603","0.18845","-1.01567","0.00085","34.73409"
"2.70000","0.04304","62.92515","0.18982","-1.01430","0.00085","34.96700"
"2.80000","0.04487","63.66915","0.19156","-1.01256","0.00086","35.38043"
"2.90000","0.04668","64.17457","0.19331","-1.01081","0.00087","35.66129"
"3.00000","0.04806","64.68851","0.19463","-1.00949","0.00087","35.94688"
"3.10000","0.04970","65.10518","0.19622","-1.00790","0.00088","36.17842"
"3.20000","0.05194","65.83170","0.19838","-1.00574","0.00089","36.58214"
"3.30000","0.05328","66.39262","0.19965","-1.00447","0.00090","36.89384"
"3.40000","0.05470","66.69128","0.20104","-1.00308","0.00090","37.05981"
"3.50000","0.05656","67.44144","0.20281","-1.00131","0.00091","37.47666"
"3.60000","0.05823","67.94437","0.20442","-0.99970","0.00092","37.75613"
"3.70000","0.05972","68.44894","0.20585","-0.99827","0.00092","38.03652"
"3.80000","0.06145","69.07930","0.20751","-0.99661","0.00093","38.38681"
"3.90000","0.06351","69.69450","0.20949","-0.99463","0.00094","38.72867"
"4.00000","0.06488","70.10121","0.21081","-0.99330","0.00095","38.95467"
"4.10000","0.06638","70.52370","0.21227","-0.99185","0.00095","39.18945"
"4.20000","0.06837","71.25422","0.21417","-0.98995","0.00096","39.59539"
"4.30000","0.06987","71.78426","0.21561","-0.98851","0.00097","39.88993"
"4.40000","0.07131","72.28667","0.21699","-0.98713","0.00097","40.16911"
"4.50000","0.07313","72.71591","0.21876","-0.98536","0.00098","40.40764"
"4.60000","0.07518","73.44197","0.22072","-0.98339","0.00099","40.81111"
"4.70000","0.07655","73.83795","0.22205","-0.98207","0.00100","41.03115"
"4.80000","0.07805","74.36553","0.22349","-0.98063","0.00100","41.32432"
"4.90000","0.07998","74.97446","0.22535","-0.97877","0.00101","41.66270"
"5.00000","0.08153","75.54589","0.22683","-0.97729","0.00102","41.98024"
"5.10000","0.08302","75.84424","0.22829","-0.97583","0.00103","42.14603"
"5.20000","0.08491","76.57075","0.23009","-0.97403","0.00103","42.54974"
"5.30000","0.08684","77.23158","0.23194","-0.97217","0.00104","42.91696"
"5.40000","0.08813","77.58588","0.23319","-0.97093","0.00105","43.11384"
"5.50000","0.08971","78.10987","0.23471","-0.96941","0.00105","43.40502"
"5.60000","0.09176","78.79467","0.23668","-0.96743","0.00106","43.78556"
"5.70000","0.09320","79.24022","0.23806","-0.96605","0.00107","44.03315"
"5.80000","0.09463","79.66742","0.23945","-0.96467","0.00108","44.27054"
"5.90000","0.09661","80.20513","0.24136","-0.96275","0.00108","44.56934"
"6.00000","0.09845","80.84930","0.24312","-0.96099","0.00109","44.92730"
"6.10000","0.09980","81.15369","0.24444","-0.95968","0.00110","45.09645"
"6.20000","0.10140","81.97259","0.24595","-0.95817","0.00110","45.55150"
"6.30000","0.10340","82.50423","0.24788","-0.95624","0.00111","45.84693"
"6.40000","0.10479","82.90408","0.24923","-0.95489","0.00112","46.06913"
"6.50000","0.10634","83.37537","0.25072","-0.95339","0.00113","46.33102"
"6.60000","0.10838","83.96675","0.25269","-0.95143","0.00113","46.65964"
"6.70000","0.11005","84.44141","0.25431","-0.94981","0.00114","46.92341"
"6.80000","0.11143","84.96670","0.25562","-0.94849","0.00115","47.21531"
"6.90000","0.11313","85.45081","0.25727","-0.94685","0.00116","47.48432"
"7.00000","0.11512","86.02529","0.25919","-0.94493","0.00116","47.80355"
"7.10000","0.11642","86.48460","0.26044","-0.94368","0.00117","48.05879"
"7.20000","0.11794","86.92863","0.26191","-0.94221","0.00118","48.30553"
"7.30000","0.12011","87.65647","0.26400","-0.94012","0.00119","48.70999"
"7.40000","0.12173","88.19076","0.26557","-0.93855","0.00119","49.00689"
"7.50000","0.12307","88.57462","0.26687","-0.93724","0.00120","49.22020"
"7.60000","0.12481","89.15165","0.26855","-0.93557","0.00121","49.54085"
"7.70000","0.12670","89.68075","0.27039","-0.93373","0.00121","49.83487"
"7.80000","0.12807","90.05470","0.27173","-0.93239","0.00122","50.04266"
"7.90000","0.12963","90.48914","0.27324","-0.93088","0.00123","50.28408"
